game_id,move_number,fen,move_uci,eval_cp,turn
29,92,r7/P2r4/5k1p/2B2p2/3P1P2/6RP/6P1/6K1 b - - 1 46,d7b7,-262,black
29,93,r7/Pr6/5k1p/2B2p2/3P1P2/6RP/6P1/6K1 w - - 2 47,g3e3,297,white
29,94,r7/Pr6/5k1p/2B2p2/3P1P2/4R2P/6P1/6K1 b - - 3 47,b7b1,-271,black
29,95,r7/P7/5k1p/2B2p2/3P1P2/4R2P/6P1/1r4K1 w - - 4 48,g1h2,326,white
29,96,r7/P7/5k1p/2B2p2/3P1P2/4R2P/6PK/1r6 b - - 5 48,b1b5,-284,black
29,97,r7/P7/5k1p/1rB2p2/3P1P2/4R2P/6PK/8 w - - 6 49,h2g3,360,white
29,98,r7/P7/5k1p/1rB2p2/3P1P2/4R1KP/6P1/8 b - - 7 49,b5b2,-353,black
29,99,r7/P7/5k1p/2B2p2/3P1P2/4R1KP/1r4P1/8 w - - 8 50,d4d5,353,white
29,100,r7/P7/5k1p/2BP1p2/5P2/4R1KP/1r4P1/8 b - - 0 50,b2b5,-397,black
29,101,r7/P7/5k1p/1rBP1p2/5P2/4R1KP/6P1/8 w - - 1 51,c5d4,414,white
29,102,r7/P7/5k1p/1r1P1p2/3B1P2/4R1KP/6P1/8 b - - 2 51,f6f7,-424,black
29,103,r7/P4k2/7p/1r1P1p2/3B1P2/4R1KP/6P1/8 w - - 3 52,e3e5,423,white
29,104,r7/P4k2/7p/1r1PRp2/3B1P2/6KP/6P1/8 b - - 4 52,b5a5,-416,black
29,105,r7/P4k2/7p/r2PRp2/3B1P2/6KP/6P1/8 w - - 5 53,g3h4,445,white
29,106,r7/P4k2/7p/r2PRp2/3B1P1K/7P/6P1/8 b - - 6 53,a5a4,-449,black
29,107,r7/P4k2/7p/3PRp2/r2B1P1K/7P/6P1/8 w - - 7 54,e5f5,439,white
29,108,r7/P4k2/7p/3P1R2/r2B1P1K/7P/6P1/8 b - - 0 54,f7e8,-466,black
29,109,r3k3/P7/7p/3P1R2/r2B1P1K/7P/6P1/8 w - - 1 55,d4c5,451,white
29,110,r3k3/P7/7p/2BP1R2/r4P1K/7P/6P1/8 b - - 2 55,a8c8,-468,black
29,111,2r1k3/P7/7p/2BP1R2/r4P1K/7P/6P1/8 w - - 3 56,f5f8,525,white
29,112,2r1kR2/P7/7p/2BP4/r4P1K/7P/6P1/8 b - - 4 56,e8d7,-563,black
29,113,2r2R2/P2k4/7p/2BP4/r4P1K/7P/6P1/8 w - - 5 57,f8f7,559,white
29,114,2r5/P2k1R2/7p/2BP4/r4P1K/7P/6P1/8 b - - 6 57,d7e8,-569,black
29,115,2r1k3/P4R2/7p/2BP4/r4P1K/7P/6P1/8 w - - 7 58,f7e7,588,white
29,116,2r1k3/P3R3/7p/2BP4/r4P1K/7P/6P1/8 b - - 8 58,e8d8,-501,black
29,117,2rk4/P3R3/7p/2BP4/r4P1K/7P/6P1/8 w - - 9 59,e7h7,496,white
29,118,2rk4/P6R/7p/2BP4/r4P1K/7P/6P1/8 b - - 10 59,c8c5,-509,black
29,119,3k4/P6R/7p/2rP4/r4P1K/7P/6P1/8 w - - 0 60,a7a8q,501,white
29,120,Q2k4/7R/7p/2rP4/r4P1K/7P/6P1/8 b - - 0 60,a4a8,-502,black
29,121,r2k4/7R/7p/2rP4/5P1K/7P/6P1/8 w - - 0 61,h7h8,501,white
29,122,r2k3R/8/7p/2rP4/5P1K/7P/6P1/8 b - - 1 61,d8e7,-506,black
29,123,r6R/4k3/7p/2rP4/5P1K/7P/6P1/8 w - - 2 62,h8a8,505,white
29,124,R7/4k3/7p/2rP4/5P1K/7P/6P1/8 b - - 0 62,c5d5,-510,black
29,125,R7/4k3/7p/3r4/5P1K/7P/6P1/8 w - - 0 63,g2g4,510,white
29,126,R7/4k3/7p/3r4/5PPK/7P/8/8 b - - 0 63,e7f6,-517,black
29,127,R7/8/5k1p/3r4/5PPK/7P/8/8 w - - 1 64,a8a6,519,white
29,128,8/8/R4k1p/3r4/5PPK/7P/8/8 b - - 2 64,f6g7,-521,black
29,129,8/6k1/R6p/3r4/5PPK/7P/8/8 w - - 3 65,f4f5,531,white
29,130,8/6k1/R6p/3r1P2/6PK/7P/8/8 b - - 0 65,d5d3,-540,black
29,131,8/6k1/R6p/5P2/6PK/3r3P/8/8 w - - 1 66,a6a7,538,white
29,132,8/R5k1/7p/5P2/6PK/3r3P/8/8 b - - 2 66,g7g8,-553,black
29,133,6k1/R7/7p/5P2/6PK/3r3P/8/8 w - - 3 67,h4h5,570,white
29,134,6k1/R7/7p/5P1K/6P1/3r3P/8/8 b - - 4 67,d3d6,-579,black
29,135,6k1/R7/3r3p/5P1K/6P1/7P/8/8 w - - 5 68,h3h4,581,white
29,136,6k1/R7/3r3p/5P1K/6PP/8/8/8 b - - 0 68,d6f6,-583,black
29,137,6k1/R7/5r1p/5P1K/6PP/8/8/8 w - - 1 69,a7e7,621,white
29,138,6k1/4R3/5r1p/5P1K/6PP/8/8/8 b - - 2 69,f6a6,-669,black
29,139,6k1/4R3/r6p/5P1K/6PP/8/8/8 w - - 3 70,g4g5,705,white
29,140,6k1/4R3/r6p/5PPK/7P/8/8/8 b - - 0 70,a6a4,-737,black
29,141,6k1/4R3/7p/5PPK/r6P/8/8/8 w - - 1 71,f5f6,779,white
29,142,6k1/4R3/5P1p/6PK/r6P/8/8/8 b - - 0 71,h6g5,-922,black
29,143,6k1/4R3/5P2/6pK/r6P/8/8/8 w - - 0 72,h4g5,1004,white
29,144,6k1/4R3/5P2/6PK/r7/8/8/8 b - - 0 72,a4c4,-1128,black
29,145,6k1/4R3/5P2/6PK/2r5/8/8/8 w - - 1 73,g5g6,1604,white
29,146,6k1/4R3/5PP1/7K/2r5/8/8/8 b - - 0 73,c4c5,-10000,black
29,147,6k1/4R3/5PP1/2r4K/8/8/8/8 w - - 1 74,h5h6,10000,white
29,148,6k1/4R3/5PPK/2r5/8/8/8/8 b - - 2 74,c5c8,-10000,black
29,149,2r3k1/4R3/5PPK/8/8/8/8/8 w - - 3 75,e7g7,10000,white
29,150,2r3k1/6R1/5PPK/8/8/8/8/8 b - - 4 75,g8f8,-1049,black
30,1,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,44,white
30,2,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e6,-42,black
30,3,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,32,white
30,4,rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,d7d5,-30,black
30,5,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,b1c3,34,white
30,6,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,g8f6,-33,black
30,7,rnbqkb1r/ppp2ppp/4pn2/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 4,e4e5,31,white
30,8,rnbqkb1r/ppp2ppp/4pn2/3pP3/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,f6d7,-31,black
30,9,rnbqkb1r/pppn1ppp/4p3/3pP3/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5,f2f4,29,white
30,10,rnbqkb1r/pppn1ppp/4p3/3pP3/3P1P2/2N5/PPP3PP/R1BQKBNR b KQkq - 0 5,c7c5,-24,black
30,11,rnbqkb1r/pp1n1ppp/4p3/2ppP3/3P1P2/2N5/PPP3PP/R1BQKBNR w KQkq - 0 6,g1f3,31,white
30,12,rnbqkb1r/pp1n1ppp/4p3/2ppP3/3P1P2/2N2N2/PPP3PP/R1BQKB1R b KQkq - 1 6,b8c6,-25,black
30,13,r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/3P1P2/2N2N2/PPP3PP/R1BQKB1R w KQkq - 2 7,c1e3,43,white
30,14,r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/3P1P2/2N1BN2/PPP3PP/R2QKB1R b KQkq - 3 7,f8e7,-44,black
30,15,r1bqk2r/pp1nbppp/2n1p3/2ppP3/3P1P2/2N1BN2/PPP3PP/R2QKB1R w KQkq - 4 8,d1d2,48,white
30,16,r1bqk2r/pp1nbppp/2n1p3/2ppP3/3P1P2/2N1BN2/PPPQ2PP/R3KB1R b KQkq - 5 8,e8g8,-52,black
30,17,r1bq1rk1/pp1nbppp/2n1p3/2ppP3/3P1P2/2N1BN2/PPPQ2PP/R3KB1R w KQ - 6 9,d4c5,55,white
30,18,r1bq1rk1/pp1nbppp/2n1p3/2PpP3/5P2/2N1BN2/PPPQ2PP/R3KB1R b KQ - 0 9,e7c5,-56,black
30,19,r1bq1rk1/pp1n1ppp/2n1p3/2bpP3/5P2/2N1BN2/PPPQ2PP/R3KB1R w KQ - 0 10,e1c1,64,white
30,20,r1bq1rk1/pp1n1ppp/2n1p3/2bpP3/5P2/2N1BN2/PPPQ2PP/2KR1B1R b - - 1 10,d8b6,-64,black
30,21,r1b2rk1/pp1n1ppp/1qn1p3/2bpP3/5P2/2N1BN2/PPPQ2PP/2KR1B1R w - - 2 11,e3g1,48,white
30,22,r1b2rk1/pp1n1ppp/1qn1p3/2bpP3/5P2/2N2N2/PPPQ2PP/2KR1BBR b - - 3 11,c5g1,-35,black
30,23,r1b2rk1/pp1n1ppp/1qn1p3/3pP3/5P2/2N2N2/PPPQ2PP/2KR1BbR w - - 0 12,h1g1,40,white
30,24,r1b2rk1/pp1n1ppp/1qn1p3/3pP3/5P2/2N2N2/PPPQ2PP/2KR1BR1 b - - 0 12,d7c5,-31,black
30,25,r1b2rk1/pp3ppp/1qn1p3/2npP3/5P2/2N2N2/PPPQ2PP/2KR1BR1 w - - 1 13,f4f5,29,white
30,26,r1b2rk1/pp3ppp/1qn1p3/2npPP2/8/2N2N2/PPPQ2PP/2KR1BR1 b - - 0 13,d5d4,-23,black
30,27,r1b2rk1/pp3ppp/1qn1p3/2n1PP2/3p4/2N2N2/PPPQ2PP/2KR1BR1 w - - 0 14,f3d4,24,white
30,28,r1b2rk1/pp3ppp/1qn1p3/2n1PP2/3N4/2N5/PPPQ2PP/2KR1BR1 b - - 0 14,f8d8,-22,black
30,29,r1br2k1/pp3ppp/1qn1p3/2n1PP2/3N4/2N5/PPPQ2PP/2KR1BR1 w - - 1 15,f5f6,24,white
30,30,r1br2k1/pp3ppp/1qn1pP2/2n1P3/3N4/2N5/PPPQ2PP/2KR1BR1 b - - 0 15,c6d4,-31,black
30,31,r1br2k1/pp3ppp/1q2pP2/2n1P3/3n4/2N5/PPPQ2PP/2KR1BR1 w - - 0 16,c1b1,67,white
30,32,r1br2k1/pp3ppp/1q2pP2/2n1P3/3n4/2N5/PPPQ2PP/1K1R1BR1 b - - 1 16,d8d7,-68,black
30,33,r1b3k1/pp1r1ppp/1q2pP2/2n1P3/3n4/2N5/PPPQ2PP/1K1R1BR1 w - - 2 17,d2f4,82,white
30,34,r1b3k1/pp1r1ppp/1q2pP2/2n1P3/3n1Q2/2N5/PPP3PP/1K1R1BR1 b - - 3 17,b6d8,13,black
30,35,r1bq2k1/pp1r1ppp/4pP2/2n1P3/3n1Q2/2N5/PPP3PP/1K1R1BR1 w - - 4 18,b2b4,-46,white
30,36,r1bq2k1/pp1r1ppp/4pP2/2n1P3/1P1n1Q2/2N5/P1P3PP/1K1R1BR1 b - - 0 18,b7b6,51,black
30,37,r1bq2k1/p2r1ppp/1p2pP2/2n1P3/1P1n1Q2/2N5/P1P3PP/1K1R1BR1 w - - 0 19,b1c1,-34,white
30,38,r1bq2k1/p2r1ppp/1p2pP2/2n1P3/1P1n1Q2/2N5/P1P3PP/2KR1BR1 b - - 1 19,c8b7,43,black
30,39,r2q2k1/pb1r1ppp/1p2pP2/2n1P3/1P1n1Q2/2N5/P1P3PP/2KR1BR1 w - - 2 20,b4c5,-14,white
30,40,r2q2k1/pb1r1ppp/1p2pP2/2P1P3/3n1Q2/2N5/P1P3PP/2KR1BR1 b - - 0 20,b6c5,2,black
30,41,r2q2k1/pb1r1ppp/4pP2/2p1P3/3n1Q2/2N5/P1P3PP/2KR1BR1 w - - 0 21,f4g5,0,white
30,42,r2q2k1/pb1r1ppp/4pP2/2p1P1Q1/3n4/2N5/P1P3PP/2KR1BR1 b - - 1 21,d8f8,44,black
30,43,r4qk1/pb1r1ppp/4pP2/2p1P1Q1/3n4/2N5/P1P3PP/2KR1BR1 w - - 2 22,f1b5,-28,white
30,44,r4qk1/pb1r1ppp/4pP2/1Bp1P1Q1/3n4/2N5/P1P3PP/2KR2R1 b - - 3 22,d7d8,15,black
30,45,r2r1qk1/pb3ppp/4pP2/1Bp1P1Q1/3n4/2N5/P1P3PP/2KR2R1 w - - 4 23,f6g7,-17,white
30,46,r2r1qk1/pb3pPp/4p3/1Bp1P1Q1/3n4/2N5/P1P3PP/2KR2R1 b - - 0 23,f8g7,20,black
30,47,r2r2k1/pb3pqp/4p3/1Bp1P1Q1/3n4/2N5/P1P3PP/2KR2R1 w - - 0 24,g5g7,-10,white
30,48,r2r2k1/pb3pQp/4p3/1Bp1P3/3n4/2N5/P1P3PP/2KR2R1 b - - 0 24,g8g7,7,black
30,49,r2r4/pb3pkp/4p3/1Bp1P3/3n4/2N5/P1P3PP/2KR2R1 w - - 0 25,d1d2,-3,white
30,50,r2r4/pb3pkp/4p3/1Bp1P3/3n4/2N5/P1PR2PP/2K3R1 b - - 1 25,a7a6,6,black
30,51,r2r4/1b3pkp/p3p3/1Bp1P3/3n4/2N5/P1PR2PP/2K3R1 w - - 0 26,b5d3,0,white
30,52,r2r4/1b3pkp/p3p3/2p1P3/3n4/2NB4/P1PR2PP/2K3R1 b - - 1 26,c5c4,-4,black
30,53,r2r4/1b3pkp/p3p3/4P3/2pn4/2NB4/P1PR2PP/2K3R1 w - - 0 27,d3e2,0,white
30,54,r2r4/1b3pkp/p3p3/4P3/2pn4/2N5/P1PRB1PP/2K3R1 b - - 1 27,d4f5,0,black
30,55,r2r4/1b3pkp/p3p3/4Pn2/2p5/2N5/P1PRB1PP/2K3R1 w - - 2 28,d2d8,-9,white
30,56,r2R4/1b3pkp/p3p3/4Pn2/2p5/2N5/P1P1B1PP/2K3R1 b - - 0 28,a8d8,10,black
30,57,3r4/1b3pkp/p3p3/4Pn2/2p5/2N5/P1P1B1PP/2K3R1 w - - 0 29,e2h5,-8,white
30,58,3r4/1b3pkp/p3p3/4Pn1B/2p5/2N5/P1P3PP/2K3R1 b - - 1 29,d8d7,13,black
30,59,8/1b1r1pkp/p3p3/4Pn1B/2p5/2N5/P1P3PP/2K3R1 w - - 2 30,g2g3,-8,white
30,60,8/1b1r1pkp/p3p3/4Pn1B/2p5/2N3P1/P1P4P/2K3R1 b - - 0 30,g7h6,10,black
30,61,8/1b1r1p1p/p3p2k/4Pn1B/2p5/2N3P1/P1P4P/2K3R1 w - - 1 31,h5e2,-14,white
30,62,8/1b1r1p1p/p3p2k/4Pn2/2p5/2N3P1/P1P1B2P/2K3R1 b - - 2 31,f5d4,25,black
30,63,8/1b1r1p1p/p3p2k/4P3/2pn4/2N3P1/P1P1B2P/2K3R1 w - - 3 32,g1f1,-26,white
30,64,8/1b1r1p1p/p3p2k/4P3/2pn4/2N3P1/P1P1B2P/2K2R2 b - - 4 32,d4e2,20,black
30,65,8/1b1r1p1p/p3p2k/4P3/2p5/2N3P1/P1P1n2P/2K2R2 w - - 0 33,c3e2,-8,white
30,66,8/1b1r1p1p/p3p2k/4P3/2p5/6P1/P1P1N2P/2K2R2 b - - 0 33,h6g7,12,black
30,67,8/1b1r1pkp/p3p3/4P3/2p5/6P1/P1P1N2P/2K2R2 w - - 1 34,f1e1,-11,white
30,68,8/1b1r1pkp/p3p3/4P3/2p5/6P1/P1P1N2P/2K1R3 b - - 2 34,b7f3,10,black
30,69,8/3r1pkp/p3p3/4P3/2p5/5bP1/P1P1N2P/2K1R3 w - - 3 35,e2c3,5,white
30,70,8/3r1pkp/p3p3/4P3/2p5/2N2bP1/P1P4P/2K1R3 b - - 4 35,f3c6,0,black
30,71,8/3r1pkp/p1b1p3/4P3/2p5/2N3P1/P1P4P/2K1R3 w - - 5 36,c3e2,0,white
30,72,8/3r1pkp/p1b1p3/4P3/2p5/6P1/P1P1N2P/2K1R3 b - - 6 36,d7d5,0,black
30,73,8/5pkp/p1b1p3/3rP3/2p5/6P1/P1P1N2P/2K1R3 w - - 7 37,e2f4,0,white
30,74,8/5pkp/p1b1p3/3rP3/2p2N2/6P1/P1P4P/2K1R3 b - - 8 37,d5a5,0,black
30,75,8/5pkp/p1b1p3/r3P3/2p2N2/6P1/P1P4P/2K1R3 w - - 9 38,c1b2,-3,white
30,76,8/5pkp/p1b1p3/r3P3/2p2N2/6P1/PKP4P/4R3 b - - 10 38,g7h6,1,black
30,77,8/5p1p/p1b1p2k/r3P3/2p2N2/6P1/PKP4P/4R3 w - - 11 39,h2h4,-9,white
30,78,8/5p1p/p1b1p2k/r3P3/2p2N1P/6P1/PKP5/4R3 b - - 0 39,c6f3,13,black
30,79,8/5p1p/p3p2k/r3P3/2p2N1P/5bP1/PKP5/4R3 w - - 1 40,e1e3,-15,white
30,80,8/5p1p/p3p2k/r3P3/2p2N1P/4RbP1/PKP5/8 b - - 2 40,f3g4,12,black
30,81,8/5p1p/p3p2k/r3P3/2p2NbP/4R1P1/PKP5/8 w - - 3 41,f4e2,-10,white
30,82,8/5p1p/p3p2k/r3P3/2p3bP/4R1P1/PKP1N3/8 b - - 4 41,h6g6,4,black
30,83,8/5p1p/p3p1k1/r3P3/2p3bP/4R1P1/PKP1N3/8 w - - 5 42,e2d4,-13,white
30,84,8/5p1p/p3p1k1/r3P3/2pN2bP/4R1P1/PKP5/8 b - - 6 42,h7h5,17,black
30,85,8/5p2/p3p1k1/r3P2p/2pN2bP/4R1P1/PKP5/8 w - - 0 43,d4c6,-1,white
30,86,8/5p2/p1N1p1k1/r3P2p/2p3bP/4R1P1/PKP5/8 b - - 1 43,a5c5,0,black
30,87,8/5p2/p1N1p1k1/2r1P2p/2p3bP/4R1P1/PKP5/8 w - - 2 44,c6d4,0,white
30,88,8/5p2/p3p1k1/2r1P2p/2pN2bP/4R1P1/PKP5/8 b - - 3 44,c5a5,7,black
30,89,8/5p2/p3p1k1/r3P2p/2pN2bP/4R1P1/PKP5/8 w - - 4 45,d4c6,-4,white
30,90,8/5p2/p1N1p1k1/r3P2p/2p3bP/4R1P1/PKP5/8 b - - 5 45,a5c5,3,black
30,91,8/5p2/p1N1p1k1/2r1P2p/2p3bP/4R1P1/PKP5/8 w - - 6 46,c6d4,0,white
30,92,8/5p2/p3p1k1/2r1P2p/2pN2bP/4R1P1/PKP5/8 b - - 7 46,c5a5,0,black
30,93,8/5p2/p3p1k1/r3P2p/2pN2bP/4R1P1/PKP5/8 w - - 8 47,d4c6,0,white
30,94,8/5p2/p1N1p1k1/r3P2p/2p3bP/4R1P1/PKP5/8 b - - 9 47,a5c5,0,black
30,95,8/5p2/p1N1p1k1/2r1P2p/2p3bP/4R1P1/PKP5/8 w - - 10 48,c6d4,0,white
30,96,8/5p2/p3p1k1/2r1P2p/2pN2bP/4R1P1/PKP5/8 b - - 11 48,c5a5,0,black
30,97,8/5p2/p3p1k1/r3P2p/2pN2bP/4R1P1/PKP5/8 w - - 12 49,d4c6,0,white
30,98,8/5p2/p1N1p1k1/r3P2p/2p3bP/4R1P1/PKP5/8 b - - 13 49,a5c5,0,black
30,99,8/5p2/p1N1p1k1/2r1P2p/2p3bP/4R1P1/PKP5/8 w - - 14 50,c6d4,0,white
30,100,8/5p2/p3p1k1/2r1P2p/2pN2bP/4R1P1/PKP5/8 b - - 15 50,c5a5,0,black
31,1,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,38,white
31,2,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,-42,black
31,3,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3,45,white
31,4,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,g8f6,-39,black
31,5,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,b1c3,52,white
31,6,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,b8c6,-25,black
31,7,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,d2d4,27,white
31,8,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,e5d4,-23,black
31,9,r1bqkb1r/pppp1ppp/2n2n2/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,f3d4,12,white
31,10,r1bqkb1r/pppp1ppp/2n2n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 5,f8b4,2,black
31,11,r1bqk2r/pppp1ppp/2n2n2/8/1b1NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 1 6,d4c6,-5,white
31,12,r1bqk2r/pppp1ppp/2N2n2/8/1b2P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 6,b7c6,3,black
31,13,r1bqk2r/p1pp1ppp/2p2n2/8/1b2P3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 7,f1d3,6,white
31,14,r1bqk2r/p1pp1ppp/2p2n2/8/1b2P3/2NB4/PPP2PPP/R1BQK2R b KQkq - 1 7,d7d5,-12,black
31,15,r1bqk2r/p1p2ppp/2p2n2/3p4/1b2P3/2NB4/PPP2PPP/R1BQK2R w KQkq - 0 8,e4d5,15,white
31,16,r1bqk2r/p1p2ppp/2p2n2/3P4/1b6/2NB4/PPP2PPP/R1BQK2R b KQkq - 0 8,e8g8,-14,black
31,17,r1bq1rk1/p1p2ppp/2p2n2/3P4/1b6/2NB4/PPP2PPP/R1BQK2R w KQ - 1 9,e1g1,18,white
31,18,r1bq1rk1/p1p2ppp/2p2n2/3P4/1b6/2NB4/PPP2PPP/R1BQ1RK1 b - - 2 9,c6d5,-23,black
31,19,r1bq1rk1/p1p2ppp/5n2/3p4/1b6/2NB4/PPP2PPP/R1BQ1RK1 w - - 0 10,d1f3,22,white
31,20,r1bq1rk1/p1p2ppp/5n2/3p4/1b6/2NB1Q2/PPP2PPP/R1B2RK1 b - - 1 10,c7c6,-16,black
31,21,r1bq1rk1/p4ppp/2p2n2/3p4/1b6/2NB1Q2/PPP2PPP/R1B2RK1 w - - 0 11,h2h3,19,white
31,22,r1bq1rk1/p4ppp/2p2n2/3p4/1b6/2NB1Q1P/PPP2PP1/R1B2RK1 b - - 0 11,b4d6,-20,black
31,23,r1bq1rk1/p4ppp/2pb1n2/3p4/8/2NB1Q1P/PPP2PP1/R1B2RK1 w - - 1 12,f1e1,22,white
31,24,r1bq1rk1/p4ppp/2pb1n2/3p4/8/2NB1Q1P/PPP2PP1/R1B1R1K1 b - - 2 12,h7h6,-22,black
31,25,r1bq1rk1/p4pp1/2pb1n1p/3p4/8/2NB1Q1P/PPP2PP1/R1B1R1K1 w - - 0 13,c1f4,34,white
31,26,r1bq1rk1/p4pp1/2pb1n1p/3p4/5B2/2NB1Q1P/PPP2PP1/R3R1K1 b - - 1 13,d6f4,-34,black
31,27,r1bq1rk1/p4pp1/2p2n1p/3p4/5b2/2NB1Q1P/PPP2PP1/R3R1K1 w - - 0 14,f3f4,32,white
31,28,r1bq1rk1/p4pp1/2p2n1p/3p4/5Q2/2NB3P/PPP2PP1/R3R1K1 b - - 0 14,c6c5,-34,black
31,29,r1bq1rk1/p4pp1/5n1p/2pp4/5Q2/2NB3P/PPP2PP1/R3R1K1 w - - 0 15,b2b3,35,white
31,30,r1bq1rk1/p4pp1/5n1p/2pp4/5Q2/1PNB3P/P1P2PP1/R3R1K1 b - - 0 15,c8d7,-18,black
31,31,r2q1rk1/p2b1pp1/5n1p/2pp4/5Q2/1PNB3P/P1P2PP1/R3R1K1 w - - 1 16,a2a4,24,white
31,32,r2q1rk1/p2b1pp1/5n1p/2pp4/P4Q2/1PNB3P/2P2PP1/R3R1K1 b - - 0 16,d8a5,-18,black
31,33,r4rk1/p2b1pp1/5n1p/q1pp4/P4Q2/1PNB3P/2P2PP1/R3R1K1 w - - 1 17,c3b5,19,white
31,34,r4rk1/p2b1pp1/5n1p/qNpp4/P4Q2/1P1B3P/2P2PP1/R3R1K1 b - - 2 17,a8e8,-19,black
31,35,4rrk1/p2b1pp1/5n1p/qNpp4/P4Q2/1P1B3P/2P2PP1/R3R1K1 w - - 3 18,e1b1,17,white
31,36,4rrk1/p2b1pp1/5n1p/qNpp4/P4Q2/1P1B3P/2P2PP1/RR4K1 b - - 4 18,e8b8,-15,black
31,37,1r3rk1/p2b1pp1/5n1p/qNpp4/P4Q2/1P1B3P/2P2PP1/RR4K1 w - - 5 19,b1e1,23,white
31,38,1r3rk1/p2b1pp1/5n1p/qNpp4/P4Q2/1P1B3P/2P2PP1/R3R1K1 b - - 6 19,b8e8,-17,black
31,39,4rrk1/p2b1pp1/5n1p/qNpp4/P4Q2/1P1B3P/2P2PP1/R3R1K1 w - - 7 20,e1b1,20,white
31,40,4rrk1/p2b1pp1/5n1p/qNpp4/P4Q2/1P1B3P/2P2PP1/RR4K1 b - - 8 20,e8b8,-15,black
31,41,1r3rk1/p2b1pp1/5n1p/qNpp4/P4Q2/1P1B3P/2P2PP1/RR4K1 w - - 9 21,f4e5,19,white
31,42,1r3rk1/p2b1pp1/5n1p/qNppQ3/P7/1P1B3P/2P2PP1/RR4K1 b - - 10 21,f8d8,-19,black
31,43,1r1r2k1/p2b1pp1/5n1p/qNppQ3/P7/1P1B3P/2P2PP1/RR4K1 w - - 11 22,b1d1,17,white
31,44,1r1r2k1/p2b1pp1/5n1p/qNppQ3/P7/1P1B3P/2P2PP1/R2R2K1 b - - 12 22,d8e8,-13,black
31,45,1r2r1k1/p2b1pp1/5n1p/qNppQ3/P7/1P1B3P/2P2PP1/R2R2K1 w - - 13 23,e5g3,7,white
31,46,1r2r1k1/p2b1pp1/5n1p/qNpp4/P7/1P1B2QP/2P2PP1/R2R2K1 b - - 14 23,e8d8,-15,black
31,47,1r1r2k1/p2b1pp1/5n1p/qNpp4/P7/1P1B2QP/2P2PP1/R2R2K1 w - - 15 24,d1e1,10,white
31,48,1r1r2k1/p2b1pp1/5n1p/qNpp4/P7/1P1B2QP/2P2PP1/R3R1K1 b - - 16 24,a7a6,-10,black
31,49,1r1r2k1/3b1pp1/p4n1p/qNpp4/P7/1P1B2QP/2P2PP1/R3R1K1 w - - 0 25,b5d6,8,white
31,50,1r1r2k1/3b1pp1/p2N1n1p/q1pp4/P7/1P1B2QP/2P2PP1/R3R1K1 b - - 1 25,d7e6,-5,black
31,51,1r1r2k1/5pp1/p2Nbn1p/q1pp4/P7/1P1B2QP/2P2PP1/R3R1K1 w - - 2 26,g3e5,12,white
31,52,1r1r2k1/5pp1/p2Nbn1p/q1ppQ3/P7/1P1B3P/2P2PP1/R3R1K1 b - - 3 26,f6d7,-6,black
31,53,1r1r2k1/3n1pp1/p2Nb2p/q1ppQ3/P7/1P1B3P/2P2PP1/R3R1K1 w - - 4 27,e5f4,5,white
